㐀,キュウ おか
梔,シ くちなし
梕,ジン
梖,バイ ハイ
梗,コウ キョウ
梘,カン ケン
梙,カン
梚,バン マン
梛,ダ ナ なぎ
梜,キョウ コウ はし
條,ジョウ チョウ テキ ジャク すじ
梞,キ
梟,キョウ ふくろう
梠,リョ ロ
梡,カン ガン コン ゴン
梢,ショウ ソウ こずえ
梣,シン とねりこ
梤,フン ブン
梥,ショウ
梦,ム ボウ ゆめ
梧,ゴ ギョ あおぎり
梨,リ レイ ライ なし
梩,リ シ ジ サイ タイ キ カイ ガイ
梪,トウ ズ
梫,シン
梬,エイ ヨウ テイ チョウ
梭,サ シュン セン ジュン ひ
梮,コク キョク キク かんじき
梯,テイ タイ ダイ はしご
械,カイ ガイ かせ
梱,コン ゴン こり しきみ こうり
梲,セツ タツ セチ タチ トチ トツ エイ うだち つえ うだつ
梳,ソ ショ シュク くしけずる すく とく くし
梴,テン セン レン
梵,ボン フウ ブ ハン
梶,ビ ミ かじ
梷,セイ ジョウ
梸,リ
梹,ビン ヒン
梺,ふもと
梻,しきみ
梼,トウ チュウ ジュ ドウ
棁,セツ タツ エツ タチ トツ うだち つえ
棃,リ なし
棄,キ すてる
棅,ヒョウ ヘイ え
棆,リン チュン
棇,ソウ ス
棈,セン セイ ショウ
棉,メン ベン わた
棊,キ ギ
棋,キ ギ ゴ
棌,サイ
棍,コン ゴン
棎,セン ゼン
棏,トク タク
棐,ヒ ビ うすい たすける
棑,ベ ハイ バイ
棒,ボウ ホウ
棓,ホウ ボウ フ ハイ バイ
棔,コン
棕,シュ ソウ
棖,トウ ジョウ チョウ ふれる ほこだて ほうだて
棗,ソウ なつめ
棘,キョク コキ キ いばら とげ
棙,レイ ライ レツ レチ ばち
棚,ホウ たな
棛,イク
棜,ヨ オ
棝,コ ク
棞,コン
棟,トウ ツ むね むな
棠,トウ ドウ やまなし
棡,コウ
棢,ボウ モウ
棣,テイ ジ ダイ チ タイ デ
棤,セキ シャク サク
棥,ハン ボン
棦,ソウ ショウ
棧,サン ゼン シン ジン かけはし
棨,ケイ ケン たてやり てがた ほこ わりふ
棩,エン
棪,エン セン
棫,ヨク イキ イク
棬,ケン ゲン カン
棭,エキ ヤク
森,シン もり
棯,ジン ニン デン ネン シン
棰,スイ タ つえ たるき
棱,チョウ リョウ ロウ かど
棲,セイ サイ すむ
棳,セツ セチ
棴,フク ブク ソク
棵,カ カン ガン
棶,ライ
棷,サイ セ シュウ ソウ シュ
棸,シュウ シュ チュウ ジュ
棹,トウ タク ジョウ ジョク さお こぐ
棺,カン ひつぎ
棻,フン
棼,フン ブン あさぬの たかどの みだす みだれる むなぎ
棽,チン シン リン
棾,ケイ ギョウ
棿,ゲイ ゲチ ゲツ くびき
椀,ワン はち
椁,カク
椂,ロク
椃,コウ
椄,セツ ショウ ジョウ
椅,イ
椆,チュウ ジュ シュウ キュウ ク
椇,キョ ク
椈,キク コク
椉,ジョウ
椊,ソツ ソチ サツ サチ スイ
椋,リョウ むく
椌,コウ キョウ ク
植,ショク ジ ジキ シ チ チョク うえる うわる たてる
椎,ツイ ズイ スイ しい つち うつ
椏,ア また
椐,キョ コ
椑,ヘイ ヒ ヘキ ベイ ビャク ハイ バイ
椒,ショウ はじかみ
椓,タク チョ うつ
椔,シ
椕,ヒン
椖,ホウ
椗,テイ
椘,ソ
椙,すぎ
椚,くぬぎ くのぎ
椛,かば もみじ
検,ケン しらべる
椡,くぬぎ
椢,くにぎ くぬぎ
椣,しで
椥,なぎ
椧,はば
椨,たぶ
椪,はえ ぽん
椯,タ スイ セン ゼン
椰,ヤ やし
椱,フク ブク ブ フウ カ ひさぎ えのき
椲,イ キ
椳,ワイ エ ガ ガイ ゲ
椴,ダン タン とど
椵,カ ケ ゲ
椶,ソウ ス シュ
椷,カン ゴン
椸,イ
椹,チン シン ジン あてぎ くわのみ さわら
椺,ケキ ギャク
椻,エン
椼,エン
椽,テン デン たるき
椾,セン
椿,チン チュン つばき
楀,ウ ク
楁,カク ギャク
楂,サ ジャ いかだ
楃,アク
楄,ヘン ベン
楅,ヒョク ヒキ フク
楆,ヨウ
楇,カ ガ ケ
楈,ショ ソ サン
楉,ジャク ニャク
楊,ヨウ やなぎ
楋,ラツ
楌,ガン ゲン
楍,ホン
楎,ゴン コン キ クン からすき
楏,ケイ ケ
楐,カイ
楑,キ ギ
楒,シ
楓,フウ フ ヘン ハン ホン かえで
楔,セツ セチ ケツ ケチ カツ カチ くさび
楕,ダ タ
楖,シツ シチ くし くしけずる
楗,ケン ガン ゴン かんぬき
楘,ボク モク
楙,ボウ ム しげる
楚,ソ ショ しもと すわえ いばら
楛,コ ゴ
楜,コ ゴ
楝,レン おうち
楞,リョウ ロウ
楟,テイ ジョウ やまなし
楠,ナン ダン くすのき くす
楡,ユ にれ
楢,ユウ シュ ユ シュウ ショウ なら
楣,ビ ミ のき
楤,ソウ たら
楥,カン エン オン ケン
楦,ケン
楧,エイ ヨウ オウ つえ からさお あんず
楨,テイ チョウ はしら もと
楩,ヘン ベン
楪,ヨウ チャ チョウ ジョウ ショウ
楫,シュウ ショウ かじ
楬,カツ ケツ コウ ゲチ カチ くい たてふだ
業,ギョウ ゴウ ギュウ わざ すでに
楮,チョ ト ショ こうぞ
楯,ジュン たて
楰,ユ ゴ ギョ ねずみもち
楱,ソウ ス
楲,イ おかわ おまる
楳,バイ うめ
楴,テイ ダイ チ ヂ シ
極,キョク ゴク ケキ キャク きわめる きわまる きわみ きわめて きまる きめる
楶,セツ セチ ますがた
楷,カイ
楸,シュウ シュ ひさぎ きささげ
楹,エイ ヨウ はしら
楺,ジュウ ニュ
楻,コウ ギョウ
楼,ロウ たかどの
楽,ガク ラク ゴウ ギョウ たのしい たのしむ このむ
楾,はんぞう
楿,かつら
榀,こまい
榁,むろ
概,ガイ カイ キ コツ おおむね おもむき とかき
榅,オツ すぎ
榆,ユ にれ
榊,さかき
榍,セツ
榎,カ えのき
榏,ゲキ ギャク つばき
榐,テン デン ネン チン ジン
榑,フ ブ ハク くれ
榒,ダク ニャク
榓,ミツ ミチ ビツ
榔,ロウ びんろう
榕,ヨウ ユ
榖,コク コウ ク こうぞ かじ
榗,セン シン
榘,ク じょうぎ のり
榙,トウ コウ ゴウ
榛,シン セン はしばみ はり はん
榜,ボウ ホウ ヒョウ ビョウ たてふだ かじ ふだ むち
榝,サツ セツ サチ セチ くさび ごしゆゆ
榞,ゲン ガン
榟,シ あずさ
榠,メイ ベイ ミョウ
榡,ソ
榢,カ
榣,ヨウ
榤,ケツ ゲチ
榥,コウ オウ
榦,カン みき
榧,ヒ かや
榨,サク サイ サ シャ セ
榩,ケン ゲン ゴン
榪,バ メ
榫,シュン
榬,エン オン イ
榭,シャ うてな
榮,エイ ヨウ さかえる
榯,シ
榰,シ ささえる
榱,スイ たるき
榲,オツ オチ ウン オン イン すぎ
榳,テイ ジョウ
榴,リュウ ル
榵,ジョウ ニュ
榶,トウ ドウ
榷,カク コウ キョウ
榸,タイ
榹,シ
榺,ショウ
榻,トウ こしかけ しじ
榼,コウ もだま
榽,ケイ ゲイ カイ ゲ
榾,コツ クチ ほた
榿,キ カイ ガイ
槀,コウ かれる
槁,コウ かれる ねぎらう
槂,ソン
槃,ハン バン たらい
槄,トウ
槅,カク キャク くびき
槆,シュン ジュン
槇,テン シン デン まき
槈,ドウ ヌ くわ
槉,シツ ジチ
槊,サク ほこ
構,コウ かまえる かまう かまえ
槌,ツイ ズイ テ タイ つち
槍,ソウ ショウ やり
槎,サ サイ シャ ジャ ゼ いかだ
槏,ケン タイ カネ かね
槐,カイ エ えんじゅ
槑,バイ
槒,キク
槓,コウ
槔,コウ
槕,タク
槖,タク ふくろ
槗,キョウ はし
様,ヨウ ショウ ゾウ さま ざま
槙,シン テン まき こずえ
槝,かし
槢,シュウ ジュウ チョウ ジョウ
槣,キ
槤,レン
槥,エイ エ セイ ケイ
槦,ヨウ ユ トウ ツ
槧,ザン セン ゼン サン ふだ
槨,カク
槩,ガイ カイ とかき おおむね おもむき
槪,ガイ カイ キ ケ コツ コチ ケツ ゲチ とかき ようす おおむね おもむき
槫,タン ダン セン ゼン
槬,カ
槭,サク シュク セキ シュウ シュ シャク かえで
槮,シン サン ソウ
槯,サイ セ
槰,フウ ブ
槱,ユウ ウ やく
槲,コク ゴク かしわ
槳,ショウ ソウ えだ かじ かい
槴,コ ゴ
槵,カン ガン むく
槶,カイ ケ くるみ
槷,ゲツ ゲチ デツ ネチ セツ セチ
槸,ゲツ ゲチ ゲイ
槹,コウ
槺,コウ
槻,キ つき
槼,キ
槽,ソウ ゾウ おけ かいおけ ふね
槾,マン バン こて
槿,キン コン ゴン むくげ
樀,テキ タク チャク
樁,トウ ショウ シュ チョウ くい
樂,ガク ラク リョウ ゴウ ギョウ たのしむ
樃,ロウ
樄,チン ジン
樅,ショウ シュ もみ
樆,リ チ
樇,シュ シュウ
樈,ケイ ギョウ
樉,ショウ ソウ
樊,ハン ボン ベン まがき
樋,トウ ツ ひ とい
樌,カン
樍,セキ サク シャク ショク シキ
樎,シュク
樏,ルイ ラ かんじき
樐,ロ
樑,リョウ
樒,ミツ ミチ ビツ しきみ じんこう
樓,ロウ ル たかどの
樔,ソウ ショウ ジョウ
樕,ソク いばら しば
樖,カ
樗,チョ ト ツ おうち
樘,トウ チョウ
標,ヒョウ こずえ しるし しるす すえ たてる しめ
樚,ロク トク ドク
樛,キュウ ク ビュウ リョウ ミュ つが
樜,シャ ショ
樝,サ シャ こぼけ
樞,シュ チョ オウ オ スウ
樟,ショウ くす くすのき
樠,ボン モン バン マン ロウ
模,モ ボ かた のっとる
樢,チョウ ボク モク つた
樣,ショウ ゾウ ヨウ さま
樤,ジョウ
樥,ホウ ボ
樦,チュ ジュ
樧,セツ セチ サチ サツ
樨,セイ
権,ケン ゴン いきおい おもり かり はかり はかる
横,オウ コウ よこ よこぎる よこたえる よこたわる
樫,かし
樬,ソウ
樮,ほくそ
樯,ショウ ほばしら
樰,たら
樲,ジ ニ チ
樳,ジン
樴,ショク シキ トク ドク ヨク ヨキ くい
樵,ショウ ジョウ きこり きこる こる たきぎ
樶,サイ
樷,ソウ ズ くさむら
樸,ボク ハク ホク ホ ブ あらき きじ
樹,ジュ シュ うえる き たてる
樺,カ かば
樻,キ ギ
樼,シン セン
樽,ソン たる
樾,エツ オチ こかげ なみき
樿,セン ゼン つげ
橀,ケイ カイ
橁,シュン チュン
橂,テン デン
橃,バツ ハツ ボチ ハチ ハイ ヘ いかだ
橄,カン
橅,ボ モ
橆,ブ ム
橇,キョウ セイ セ ゼイ セツ セチ そり かんじき
橈,ドウ ニョウ ジョウ かじ たわむ たわめる
橉,リン
橊,リュウ ル
橋,キョウ ギョウ コウ はし
橌,カン ゲン
橍,ジュン ニン
橎,ハン ボン ホン ハ まく
橏,セン ケン
橐,シャ タク ツ ト ふいご ふくろ ふご
橑,ロウ リョウ たるき
橒,ウン
橓,シュン
橔,タイ デ トン
橕,トウ チョウ
橖,トウ チョウ ドウ
橗,ボウ ミョウ
橘,キツ キチ たちばな
橙,トウ だいだい
橚,ソウ ショウ シュ シュク シュウ
橛,カチ ケ ケイ ケツ きりかぶ くい くつわ
橜,ケツ くい
橝,タン ドン チン テン デン シン ジン
橞,ケイ エ
機,キ ケ はた おり からくり きざし はずみ
橠,ダ ナ ラ
橡,ショウ ゾウ とち くぬぎ つるばみ
橢,タ ダ
橣,デイ ニョウ
橤,ズイ ニ しべ
橥,チョ
橦,トウ ズ ショウ シュ ソウ ジョウ
橧,ソウ ショウ ゾウ
橨,フン ブン ヒ ビ
橩,ギョウ ケイ
橪,ゼン ネン エン
橫,オウ コウ ギョウ よこ
橬,シン ジン セン ゼン
橭,ク コ ゴ
橮,リュウ
橯,ロウ
橰,コウ
橱,チュウ
橲,キ ずさ
橳,ぬで
橸,ショウ まさ たる
橺,カン ゲン
橽,タツ タチ
橾,シュ ス ショウ ソウ みさお あやつる
橿,キョウ かし
檀,ダン タン セン ゼン まゆみ
檁,リン
檂,ジョウ ニュ
檃,イン オン
檄,ゲキ ケキ ギャク コウ ギョウ ふれぶみ
檅,セイ
檆,サン
檇,スイ サイ セ
檈,セン ゼン シュン
檉,テイ チョウ かわやなぎ
檊,カン
檋,キョク コク キョウ
檌,サイ ゼ
檍,ヨク オク イ ヨキ
檎,ゴ キン ゴン
檏,ボク ハク あらき
檐,エン タン ひさし のき
檑,ライ レ
檒,フウ
檓,キ
檔,トウ
檕,ケイ カイ ケ
檖,スイ ズイ やまなし
檗,ハク バク ヘキ ヒャク ビャク きわだ きはだ
檘,ハク ヘイ きはだ
檙,テイ チョウ
檚,ソ
檛,タ サ テ セ むち
檜,カイ カツ ケ カチ いぶき ひ ひのき
檝,シュウ ショウ かじ
檞,カイ ゲ かしわ
檟,カ ケ ひさぎ
檠,ケイ ギョウ キョウ ゆだめ
檡,タク ジャク ダク エキ ヤク セキ シャク ト
檢,ケン しらべる
檣,ショウ ゾウ ほばしら
檤,トウ ドウ
檥,ギ ガ イ
檦,ヒョウ
檧,ソウ ス
檨,ショウ ゾウ ヨウ さま
檪,レキ ヤク ロウ くぬぎ
檫,サツ サチ
檬,ボウ モウ モ
檭,ギン ゴン
檮,トウ チュウ ジュ ドウ
檯,ダイ
檰,ベン メン もめん
檱,キ
檲,タン ダン
檳,ビン ヒン
檴,カク ワク カ ゲ
檵,ケイ
檶,ケン
檷,ジ ニ ビ ミ デイ ナイ
檸,ドウ ネイ ニョウ
檹,イ
檺,コウ
檻,カン ガン おばしま おり てすり
檼,イン オン
檽,ドウ ジ ニ ゼン ネン ジュ ニュ ヌ
檾,ケイ キョウ
檿,エン
櫀,キ
櫁,ミツ ビツ じんこう
櫂,トウ タク テキ ジョウ ジョク ジャク チャク かじ かい
櫃,キ ひつ
櫄,チュン
櫅,セイ ザイ
櫆,カイ ケ
櫇,ハ バ
櫈,トウ
櫉,チュ
櫋,ベン メン
櫌,ユウ ウ
櫍,シツ シチ テツ テチ
櫎,コウ オウ カク
櫏,セン
櫐,ルイ ライ レ
櫑,ライ レ さかだる
櫒,サツ
櫓,ロ ル やぐら
櫔,レイ
櫕,サン
櫖,リョ ロ
櫗,ベツ メチ ベイ メイ
櫘,セイ
櫙,オウ オ
櫚,ロ リョ
櫛,シツ シチ くし くしけずる
櫜,コウ ゆみぶくろ
櫝,トク ドク はこ ひつ ひつぎ
櫞,エン
櫟,レキ ロウ ヤク リャク ラク シャク くぬぎ
櫠,ハイ ヘ
櫡,チャク チョ ジョ
櫢,ソウ シュ
櫣,レン
櫤,たも
櫥,チュ
櫧,ショ かし
櫨,ロ リョ はぜ はじ
櫩,エン のき
櫪,レキ リャク かいばおけ くぬぎ かいおけ
櫫,チョ
櫬,シン カン ひつぎ
櫭,ケツ ゲチ ケイ ゲイ キ ギ ゴウ コウ
櫮,ガク
櫯,ソ
櫰,カイ エ ケ
櫱,ゲツ ガツ ゲチ ガチ ひこばえ
櫲,ヨ
櫳,ロウ ル おり
櫴,ライ
櫹,ショウ
櫺,レイ リョウ れんじ
櫻,オウ ヨウ さくら
櫼,セン シン サン
櫽,イン
櫾,ユウ ユ
櫿,エイ
欀,ショウ ジョウ ニョウ
欁,ノウ
欂,ハク ヘキ バク ビャク ますがた
欃,サン ザン
欄,ラン レン おばしま
欅,キョ コ けやき
欆,ソウ
欇,ショウ ふじまめ
欈,スイ イ
欉,ソウ ス
權,ケン ゲン カン おもり
欋,ク グ チュ くまで つく
欏,ラ
欐,シ レイ ライ リ
欑,サン ザン
欒,ラン ひじき
欓,トウ
欔,カク
欖,ラン かんらん
欗,ラン
欘,チョク タク ジョク チク
欙,ルイ ラ
欚,レイ ライ
欛,ハ ヘ つか
欜,ドウ ノウ
欝,ウツ しげる むすぼれる
欞,レイ リョウ れんじ
欟,つき
欠,ケツ ケン キ かける かく あくび かけ
次,ジ シ つぐ つぎ ついず やどる とまり やどり
欣,キン ゴン コン よろこぶ
欤,ヨ
欥,カン イツ イチ
欦,ケン コン カン
欧,オウ うたう うつ はく
欨,ク あたためる
欩,チョウ
欪,キツ キチ クツ クチ チツ チチ カツ カチ
欫,ケキ キャク
欬,ガイ カイ キ アイ しわぶき せき
欭,イ イン
欮,ケツ カチ
欯,キツ キチ カイ
欰,シュツ シュチ
欱,コウ すする
欲,ヨク ユ ほっする ほしい
欳,カイ ケ
欴,ロウ
欵,カン まこと
欶,サク シュ シュク ソク ソウ
欷,キ ケ すすりなく なげく
欸,アイ イ カイ ケ ああ
欹,イ キ そばだつ かたむく
欺,ギ キ あざむく
欻,クツ クチ たちまち
欼,シ サイ セ
欽,キン コン ギン ゴン つつしむ
款,カン まこと よろこぶ
欿,カン タン トン コン ゴン
歀,カン
歁,カン コン ケン コウ
歂,セン ゼン
歃,ソウ ショウ すする
歄,カ ケ カイ
歅,イン エン エイ
歆,キン コン うける むさぼる
歇,ケツ カイ カツ コチ ケ カチ アツ エチ やめる いこう つきる やむ
歈,ユ ズ トウ
歉,ケン カン あきたりない
歊,コク カク キョウ あつい
歋,イ ヤ
歌,カ うた うたう
歍,オ ウ オウ はく
歎,タン なげく なげき
歏,キン ゴン コン クン
歐,オウ オ はく
歑,コ ク
歒,テキ チャク
歓,カン よろこび よろこぶ
歔,キョ コ すすりなく
歕,フン ホン ふく
歖,キ イ
歗,ショウ
歘,クツ たちまち
歙,キュウ キョウ コウ ショウ すう
歛,カン ケン コン
歜,ショク ザ サン ソク いかる
歝,エキ
歞,ギョウ ゴウ
歟,ヨ か や
歠,セツ セチ のませる のみもの のむ すする
